Keep;Column;Value
True;Postcode_district;BR1
True;Postcode_district;BR2
True;Postcode_district;BR3
False;Postcode_district;BR4
True;Postcode_district;BR5
True;Postcode_district;BR6
False;Postcode_district;BR7
False;Postcode_district;BR8
True;Postcode_district;CM13
False;Postcode_district;CM14
True;Postcode_district;CR0
True;Postcode_district;CR2
False;Postcode_district;CR3
True;Postcode_district;CR4
False;Postcode_district;CR5
False;Postcode_district;CR6
True;Postcode_district;CR7
True;Postcode_district;CR8
True;Postcode_district;CR9
True;Postcode_district;DA14
True;Postcode_district;DA15
False;Postcode_district;DA16
True;Postcode_district;DA17
False;Postcode_district;DA18
False;Postcode_district;DA1
False;Postcode_district;DA5
True;Postcode_district;DA6
True;Postcode_district;DA7
True;Postcode_district;DA8
True;Postcode_district;E10
True;Postcode_district;E11
True;Postcode_district;E12
True;Postcode_district;E13
True;Postcode_district;E14
True;Postcode_district;E15
True;Postcode_district;E16
True;Postcode_district;E17
True;Postcode_district;E18
True;Postcode_district;E1W
True;Postcode_district;E1
True;Postcode_district;E20
True;Postcode_district;E22
True;Postcode_district;E2
True;Postcode_district;E3
True;Postcode_district;E4
True;Postcode_district;E5
True;Postcode_district;E6
True;Postcode_district;E7
True;Postcode_district;E8
True;Postcode_district;E9
True;Postcode_district;EC1A
True;Postcode_district;EC1M
True;Postcode_district;EC1N
True;Postcode_district;EC1R
True;Postcode_district;EC1V
True;Postcode_district;EC1Y
True;Postcode_district;EC2A
True;Postcode_district;EC2M
True;Postcode_district;EC2N
False;Postcode_district;EC2P
True;Postcode_district;EC2R
True;Postcode_district;EC2V
True;Postcode_district;EC2Y
True;Postcode_district;EC3A
True;Postcode_district;EC3M
True;Postcode_district;EC3N
True;Postcode_district;EC3P
True;Postcode_district;EC3R
True;Postcode_district;EC3V
True;Postcode_district;EC4A
True;Postcode_district;EC4M
True;Postcode_district;EC4N
True;Postcode_district;EC4R
True;Postcode_district;EC4V
True;Postcode_district;EC4Y
True;Postcode_district;EN1
False;Postcode_district;EN2
True;Postcode_district;EN3
True;Postcode_district;EN4
True;Postcode_district;EN5
True;Postcode_district;EN6
True;Postcode_district;EN7
False;Postcode_district;EN8
False;Postcode_district;EN9
True;Postcode_district;HA0
True;Postcode_district;HA1
True;Postcode_district;HA2
False;Postcode_district;HA3
True;Postcode_district;HA4
True;Postcode_district;HA5
False;Postcode_district;HA6
True;Postcode_district;HA7
True;Postcode_district;HA8
True;Postcode_district;HA9
True;Postcode_district;IG11
True;Postcode_district;IG1
True;Postcode_district;IG2
True;Postcode_district;IG3
False;Postcode_district;IG4
False;Postcode_district;IG5
True;Postcode_district;IG6
True;Postcode_district;IG7
True;Postcode_district;IG8
True;Postcode_district;IG9
True;Postcode_district;KT17
True;Postcode_district;KT18
False;Postcode_district;KT19
True;Postcode_district;KT1
True;Postcode_district;KT22
True;Postcode_district;KT2
True;Postcode_district;KT3
True;Postcode_district;KT4
True;Postcode_district;KT5
True;Postcode_district;KT6
False;Postcode_district;KT8
False;Postcode_district;KT9
True;Postcode_district;N10
True;Postcode_district;N11
True;Postcode_district;N12
True;Postcode_district;N13
True;Postcode_district;N14
True;Postcode_district;N15
True;Postcode_district;N16
True;Postcode_district;N17
True;Postcode_district;N18
True;Postcode_district;N19
True;Postcode_district;N1C
True;Postcode_district;N1
True;Postcode_district;N20
True;Postcode_district;N21
True;Postcode_district;N22
True;Postcode_district;N2
True;Postcode_district;N3
True;Postcode_district;N4
True;Postcode_district;N5
True;Postcode_district;N6
True;Postcode_district;N7
True;Postcode_district;N8
True;Postcode_district;N9
True;Postcode_district;NW10
True;Postcode_district;NW11
True;Postcode_district;NW1
True;Postcode_district;NW2
True;Postcode_district;NW3
True;Postcode_district;NW4
True;Postcode_district;NW5
True;Postcode_district;NW6
True;Postcode_district;NW7
True;Postcode_district;NW8
True;Postcode_district;NW9
False;Postcode_district;OX9
True;Postcode_district;RM10
True;Postcode_district;RM11
True;Postcode_district;RM12
False;Postcode_district;RM13
False;Postcode_district;RM14
False;Postcode_district;RM15
False;Postcode_district;RM19
True;Postcode_district;RM1
True;Postcode_district;RM2
True;Postcode_district;RM3
False;Postcode_district;RM4
True;Postcode_district;RM5
True;Postcode_district;RM6
True;Postcode_district;RM7
True;Postcode_district;RM8
True;Postcode_district;RM9
True;Postcode_district;SE10
True;Postcode_district;SE11
True;Postcode_district;SE12
True;Postcode_district;SE13
True;Postcode_district;SE14
True;Postcode_district;SE15
True;Postcode_district;SE16
True;Postcode_district;SE17
True;Postcode_district;SE18
True;Postcode_district;SE19
False;Postcode_district;SE1P
True;Postcode_district;SE1
True;Postcode_district;SE20
True;Postcode_district;SE21
True;Postcode_district;SE22
True;Postcode_district;SE23
True;Postcode_district;SE24
True;Postcode_district;SE25
True;Postcode_district;SE26
True;Postcode_district;SE27
False;Postcode_district;SE28
True;Postcode_district;SE2
True;Postcode_district;SE3
True;Postcode_district;SE4
True;Postcode_district;SE5
True;Postcode_district;SE6
True;Postcode_district;SE7
True;Postcode_district;SE8
True;Postcode_district;SE9
False;Postcode_district;SL0
False;Postcode_district;SL3
True;Postcode_district;SM1
True;Postcode_district;SM2
True;Postcode_district;SM3
True;Postcode_district;SM4
True;Postcode_district;SM5
True;Postcode_district;SM6
False;Postcode_district;SM7
True;Postcode_district;SW10
True;Postcode_district;SW11
True;Postcode_district;SW12
False;Postcode_district;SW13
True;Postcode_district;SW14
True;Postcode_district;SW15
True;Postcode_district;SW16
True;Postcode_district;SW17
True;Postcode_district;SW18
True;Postcode_district;SW19
True;Postcode_district;SW1A
True;Postcode_district;SW1E
True;Postcode_district;SW1H
True;Postcode_district;SW1P
True;Postcode_district;SW1V
True;Postcode_district;SW1W
True;Postcode_district;SW1X
True;Postcode_district;SW1Y
True;Postcode_district;SW20
True;Postcode_district;SW2
True;Postcode_district;SW3
True;Postcode_district;SW4
True;Postcode_district;SW5
True;Postcode_district;SW6
True;Postcode_district;SW7
True;Postcode_district;SW8
True;Postcode_district;SW9
True;Postcode_district;TN14
True;Postcode_district;TN16
True;Postcode_district;TW10
True;Postcode_district;TW11
True;Postcode_district;TW12
True;Postcode_district;TW13
True;Postcode_district;TW14
False;Postcode_district;TW15
False;Postcode_district;TW16
False;Postcode_district;TW19
True;Postcode_district;TW1
True;Postcode_district;TW2
True;Postcode_district;TW3
True;Postcode_district;TW4
False;Postcode_district;TW5
False;Postcode_district;TW6
True;Postcode_district;TW7
True;Postcode_district;TW8
True;Postcode_district;TW9
True;Postcode_district;UB10
True;Postcode_district;UB11
True;Postcode_district;UB1
True;Postcode_district;UB2
True;Postcode_district;UB3
True;Postcode_district;UB4
True;Postcode_district;UB5
False;Postcode_district;UB6
True;Postcode_district;UB7
True;Postcode_district;UB8
False;Postcode_district;UB9
True;Postcode_district;W10
True;Postcode_district;W11
True;Postcode_district;W12
True;Postcode_district;W13
True;Postcode_district;W14
True;Postcode_district;W1A
True;Postcode_district;W1B
True;Postcode_district;W1C
True;Postcode_district;W1D
True;Postcode_district;W1F
True;Postcode_district;W1G
True;Postcode_district;W1H
True;Postcode_district;W1J
False;Postcode_district;W1K
True;Postcode_district;W1S
True;Postcode_district;W1T
True;Postcode_district;W1U
True;Postcode_district;W1W
True;Postcode_district;W2
True;Postcode_district;W3
True;Postcode_district;W4
True;Postcode_district;W5
True;Postcode_district;W6
True;Postcode_district;W7
True;Postcode_district;W8
True;Postcode_district;W9
True;Postcode_district;WC1A
True;Postcode_district;WC1B
True;Postcode_district;WC1E
True;Postcode_district;WC1H
True;Postcode_district;WC1N
True;Postcode_district;WC1R
True;Postcode_district;WC1V
True;Postcode_district;WC1X
True;Postcode_district;WC2A
True;Postcode_district;WC2B
True;Postcode_district;WC2E
True;Postcode_district;WC2H
True;Postcode_district;WC2N
True;Postcode_district;WC2R
False;Postcode_district;WD23
True;Postcode_district;WD3
False;Postcode_district;WD6
False;PropertyType;AGRICULTURAL VEHICLE
False;PropertyType;AIRFIELD/RUNWAY
False;PropertyType;AIRPORT - FUEL STORAGE
True;PropertyType;AIRPORT - HANGAR
False;PropertyType;AIRPORT - TERMINAL
False;PropertyType;AIRPORT BUILDING (NOT TERMINAL OR HANGAR)
True;PropertyType;AMBULANCE STATION
False;PropertyType;ANIMAL BOARDING/BREEDING ESTABLISHMENT - CATS
False;PropertyType;ANIMAL BOARDING/BREEDING ESTABLISHMENT - DOGS
False;PropertyType;ANIMAL HARM OUTDOORS
True;PropertyType;ANIMAL PRODUCTS PROCESSING PLANT
True;PropertyType;ART GALLERY
False;PropertyType;ATHLETICS STADIUM
True;PropertyType;BAKERY
True;PropertyType;BANK/BUILDING SOCIETY
False;PropertyType;BARBECUE
False;PropertyType;BARGE
False;PropertyType;BARN
False;PropertyType;BEACH
True;PropertyType;BICYCLE
True;PropertyType;BINGO HALL
True;PropertyType;BOARDING HOUSE/B&B FOR HOMELESS/ASYLUM SEEKERS
True;PropertyType;BOARDING HOUSE/B&B OTHER
False;PropertyType;BOARDING SCHOOL ACCOMMODATION
False;PropertyType;BOAT - TANKER
False;PropertyType;BRIDGE
False;PropertyType;BULK GAS STORAGE
False;PropertyType;BULK HAZARDOUS MATERIALS STORAGE
True;PropertyType;BULK OIL STORAGE
False;PropertyType;BULK WASTE STORAGE
False;PropertyType;BUNGALOW - SINGLE OCCUPANCY
True;PropertyType;BUS/COACH STATION/GARAGE
True;PropertyType;BUS/COACH
False;PropertyType;CABLES
True;PropertyType;CALL CENTRE
False;PropertyType;CAMPING TENT
False;PropertyType;CANAL/RIVERBANK VEGETATION
False;PropertyType;CARAVAN ON TOW
False;PropertyType;CARAVAN/MOBILE HOME (PERMANENT DWELLING)
True;PropertyType;CAR
True;PropertyType;CASINO
False;PropertyType;CASTLE (PART NOT OPEN TO PUBLIC)
True;PropertyType;CATHEDRAL
False;PropertyType;CEMETERY
True;PropertyType;CENTRAL GOVERNMENT OFFICE
False;PropertyType;CHEMICAL PLANT
True;PropertyType;CHILDREN'S HOME
True;PropertyType;CHURCH/CHAPEL
True;PropertyType;CINEMA
True;PropertyType;CLUB/NIGHT CLUB
True;PropertyType;COLLEGE/UNIVERSITY
False;PropertyType;COMMON EXTERNAL BIN STORAGE AREA
True;PropertyType;COMMUNITY CENTRE/HALL
True;PropertyType;CONCERT HALL
True;PropertyType;CONFERENCE CENTRE
True;PropertyType;CONVERTED FLAT/MAISONETTE - UP TO 2 STOREYS
True;PropertyType;CONVERTED FLAT/MAISONETTES - 3 OR MORE STOREYS
True;PropertyType;CONVERTED OFFICE
True;PropertyType;CRICKET GROUND
True;PropertyType;CYCLE PATH/PUBLIC FOOTPATH/BRIDLEWAY
True;PropertyType;DAY CARE/DROP IN CENTRE
True;PropertyType;DENTAL SURGERY
True;PropertyType;DEPARTMENT STORE
True;PropertyType;DISTILLERY PLANT
True;PropertyType;DIY WAREHOUSE
False;PropertyType;DOCKS
True;PropertyType;DOCTORS SURGERY
False;PropertyType;DOMESTIC GARDEN (VEGETATION NOT EQUIPMENT)
True;PropertyType;ELECTRICAL WAREHOUSE
False;PropertyType;ELECTRICITY POWER STATION
True;PropertyType;ENGINEERING MANUFACTURING PLANT
True;PropertyType;ESTATE AGENT
True;PropertyType;EXHIBITION CENTRE
True;PropertyType;FACTORY
False;PropertyType;FALSE ALARM - PROPERTY NOT FOUND
False;PropertyType;FENCE
False;PropertyType;FERRY TERMINAL
True;PropertyType;FIRE STATION
False;PropertyType;FISHING BOAT
True;PropertyType;FOOD AND DRINK PROCESSING
True;PropertyType;FOOTBALL STADIUM
False;PropertyType;FREIGHT PLANE
False;PropertyType;FREIGHT TRAIN
True;PropertyType;FURNITURE WAREHOUSE
True;PropertyType;GARDEN EQUIPMENT
False;PropertyType;GAS WORKS
False;PropertyType;GOLF CLUBHOUSE
False;PropertyType;GOLF COURSE (NOT BUILDING ON COURSE)
False;PropertyType;GRASSLAND/ PASTURE/ GRAZING ETC
False;PropertyType;GREENHOUSE (COMMERCIAL) GLASS
False;PropertyType;GREENHOUSE (COMMERCIAL) POLYTUNNEL
True;PropertyType;GREYHOUND STADIUM
True;PropertyType;GYM
True;PropertyType;HAIRDRESSER
True;PropertyType;HEALTH CENTRE
True;PropertyType;HEALTH SPA/FARM
False;PropertyType;HEATHLAND
False;PropertyType;HEDGE
False;PropertyType;HELICOPTER
True;PropertyType;HOSPITAL
True;PropertyType;HOSTEL (E.G. FOR HOMELESS PEOPLE)
True;PropertyType;HOTEL/MOTEL
False;PropertyType;HOUSE - SINGLE OCCUPANCY
True;PropertyType;HOUSE IN MULTIPLE OCCUPATION - 3 OR MORE STOREYS (NOT KNOWN IF LICENSED)
True;PropertyType;HOUSE IN MULTIPLE OCCUPATION - UP TO 2 STOREYS (NOT KNOWN IF LICENSED)
False;PropertyType;HOUSEBOAT (PERMANENT DWELLING)
True;PropertyType;HUMAN HARM OUTDOORS
True;PropertyType;ICE RINK
True;PropertyType;INDOOR MARKET
False;PropertyType;INDOOR STADIUM
True;PropertyType;INFANT/PRIMARY SCHOOL
False;PropertyType;INTENSIVE FARMING SHEDS (CHICKENS/ PIGS ETC)
True;PropertyType;KIOSK
True;PropertyType;LABORATORY/RESEARCH ESTABLISHMENT
False;PropertyType;LAKE/POND/RESERVOIR
True;PropertyType;LANDFILL SITE
True;PropertyType;LARGE PASSENGER VESSEL
False;PropertyType;LARGE REFUSE/RUBBISH CONTAINER (EG SKIP/ PALADIN)
True;PropertyType;LARGE SUPERMARKET
True;PropertyType;LAUNDRETTE
True;PropertyType;LAW COURTS
True;PropertyType;LEISURE CENTRE
True;PropertyType;LIBRARY
True;PropertyType;LICENSED HOUSE IN MULTIPLE OCCUPATION - 3 OR MORE STOREYS
True;PropertyType;LICENSED HOUSE IN MULTIPLE OCCUPATION - UP TO 2 STOREYS
True;PropertyType;LIGHT AIRCRAFT
True;PropertyType;LOCAL GOVERNMENT OFFICE
False;PropertyType;LOOSE REFUSE
False;PropertyType;LORRY/HGV
True;PropertyType;MANUFACTURING ASSEMBLY PLANT
True;PropertyType;MEDICAL/HEALTH CENTRE
False;PropertyType;MILITARY PLANE
False;PropertyType;MILITARY/BARRACKS
True;PropertyType;MILL
False;PropertyType;MINE OR QUARRY (NOT ABOVE GROUND BUILDING)
False;PropertyType;MINE OR QUARRY BUILDING ABOVE GROUND
False;PropertyType;MINIBUS
True;PropertyType;MINISTRY OF DEFENCE OFFICE
True;PropertyType;MONASTERY/CONVENT
True;PropertyType;MOSQUE
False;PropertyType;MOTOR HOME
False;PropertyType;MOTOR YACHT
True;PropertyType;MOTORCYCLE
True;PropertyType;MULTI-STOREY CAR PARK
False;PropertyType;MULTIPLE VEHICLES
True;PropertyType;MUSEUM
True;PropertyType;NAVAL VESSEL
False;PropertyType;NURSERIES/ MARKET GARDEN
True;PropertyType;NURSES'/DOCTORS' ACCOMMODATION
True;PropertyType;NURSING/CARE HOME/HOSPICE
False;PropertyType;OIL REFINERY
False;PropertyType;OTHER AGRICULTURAL BUILDING
False;PropertyType;OTHER AIRCRAFT
False;PropertyType;OTHER ANIMAL BOARDING/BREEDING ESTABLISHMENT
True;PropertyType;OTHER BUILDING/USE NOT KNOWN
True;PropertyType;OTHER BULK STORAGE
True;PropertyType;OTHER CAR PARK STRUCTURE
True;PropertyType;OTHER CULTURAL VENUE
False;PropertyType;OTHER DWELLING
True;PropertyType;OTHER EDUCATION ESTABLISHMENT
True;PropertyType;OTHER ENTERTAINMENT VENUE
False;PropertyType;OTHER HOLIDAY RESIDENCE (COTTAGE/ FLAT/ CHALET)
True;PropertyType;OTHER INDOOR SPORTING VENUE
False;PropertyType;OTHER INDUSTRIAL MANUFACTURING FACILITY
False;PropertyType;OTHER INDUSTRIAL PROCESSING PLANT
True;PropertyType;OTHER MEDICAL ESTABLISHMENT (INCLUDING SURGERY)
True;PropertyType;OTHER MERCHANT VESSEL
True;PropertyType;OTHER OFFICE/CALL CENTRE TYPE BUILDING
True;PropertyType;OTHER OUTDOOR EQUIPMENT/MACHINERY
False;PropertyType;OTHER OUTDOOR LOCATION
True;PropertyType;OTHER OUTDOOR SPORTING VENUE
False;PropertyType;OTHER OUTDOOR STRUCTURES
True;PropertyType;OTHER PRIVATE NON-RESIDENTIAL BUILDING
True;PropertyType;OTHER PUBLIC BUILDING
False;PropertyType;OTHER PUBLIC UTILITY WORKS
True;PropertyType;OTHER RELIGIOUS USE BUILDING
True;PropertyType;OTHER RESIDENTIAL HOME
True;PropertyType;OTHER RETAIL WAREHOUSE
True;PropertyType;OTHER RETAIL
True;PropertyType;OTHER ROAD VEHICLE
False;PropertyType;OTHER TENT/MARQUEE
False;PropertyType;OTHER TRANSPORT BUILDING
False;PropertyType;OTHER VESSEL
False;PropertyType;OUTDOOR STORAGE
False;PropertyType;PARK
False;PropertyType;PASSENGER PLANE
False;PropertyType;PASSENGER TRAIN (NATIONAL RAIL NETWORK)
True;PropertyType;PETROL STATION
False;PropertyType;PIPE OR DRAIN
False;PropertyType;PLAYGROUND/RECREATION AREA (NOT EQUIPMENT)
True;PropertyType;POLICE STATION
True;PropertyType;POST BOX
True;PropertyType;POST OFFICE (PURPOSE BUILT)
True;PropertyType;POST OFFICE (WITHIN OTHER SHOP/PREMISES)
True;PropertyType;PRE SCHOOL/NURSERY
True;PropertyType;PRINTING WORKS
False;PropertyType;PRISON
False;PropertyType;PRIVATE GARAGE
False;PropertyType;PRIVATE GARDEN SHED
False;PropertyType;PRIVATE GREENHOUSE
True;PropertyType;PRIVATE SUMMER HOUSE
True;PropertyType;PUB/WINE BAR/BAR
True;PropertyType;PUBLIC TOILETS
False;PropertyType;PURPOSE BUILT FLATS/MAISONETTES - 10 OR MORE STOREYS
False;PropertyType;PURPOSE BUILT FLATS/MAISONETTES - 4 TO 9 STOREYS
True;PropertyType;PURPOSE BUILT FLATS/MAISONETTES - UP TO 3 STOREYS
True;PropertyType;PURPOSE BUILT OFFICE
False;PropertyType;RACECOURSE
False;PropertyType;RAILINGS
True;PropertyType;RAILWAY BUILDING - OTHER
False;PropertyType;RAILWAY GOODS YARD
False;PropertyType;RAILWAY TRACKSIDE VEGETATION
False;PropertyType;RAILWAY
True;PropertyType;RECYCLING COLLECTION POINT/ BOTTLE BANK
False;PropertyType;RECYCLING PLANT
False;PropertyType;REFUSE/RUBBISH TIP
True;PropertyType;RESTAURANT/CAFE
True;PropertyType;RETIREMENT/OLD PERSONS HOME
False;PropertyType;RIVER/CANAL
True;PropertyType;ROAD SURFACE/PAVEMENT
False;PropertyType;ROAD TANKER
False;PropertyType;ROADSIDE FURNITURE (EG LAMP POSTS/ ROAD SIGNS/ TELEGRAPH POLES/ SPEED CAMERAS)
False;PropertyType;ROADSIDE VEGETATION
True;PropertyType;ROYAL PALACE (PART NOT OPEN TO PUBLIC)
False;PropertyType;RUGBY STADIUM
False;PropertyType;SCRUB LAND
False;PropertyType;SEA
True;PropertyType;SECONDARY SCHOOL
True;PropertyType;SELF CONTAINED SHELTERED HOUSING
False;PropertyType;SEWAGE WORKS
True;PropertyType;SHELTER
True;PropertyType;SHOPPING CENTRE
True;PropertyType;SINGLE SHOP
True;PropertyType;SMALL REFUSE/RUBBISH CONTAINER
True;PropertyType;SPORTS HALL
True;PropertyType;SPORTS PAVILION/SHOWER BLOCK/CHANGING FACILITY
True;PropertyType;SPORTS/SOCIAL CLUB
False;PropertyType;STACKED/BALED CROP
False;PropertyType;STANDING CROP
False;PropertyType;STATELY HOME (PART NOT OPEN TO PUBLIC)
False;PropertyType;STRAW/STUBBLE BURNING
True;PropertyType;STUDENT HALL OF RESIDENCE
True;PropertyType;SWIMMING POOL
True;PropertyType;SYNAGOGUE
True;PropertyType;TAKEAWAY/ FAST FOOD
True;PropertyType;TELEPHONE BOX
True;PropertyType;TELEPHONE EXCHANGE
True;PropertyType;TEMPLE
False;PropertyType;TEMPORARY OFFICE (EG PORTACABIN)
False;PropertyType;TENNIS COURTS
True;PropertyType;THEATRE
False;PropertyType;THEME PARK
False;PropertyType;TOWING CARAVAN (NOT ON TOW OR ON SITE)
False;PropertyType;TOWING CARAVAN/CAMPER VAN ON SITE
True;PropertyType;TOWN HALL
False;PropertyType;TRACTOR SHED
False;PropertyType;TRAILER (NOT ATTACHED TO TRACTOR UNIT)
True;PropertyType;TRAIN ON TUBE NETWORK
True;PropertyType;TRAIN STATION - CONCOURSE
True;PropertyType;TRAIN STATION - ELSEWHERE
True;PropertyType;TRAIN STATION - PLATFORM (AT GROUND LEVEL OR ELEVATED)
True;PropertyType;TRAIN STATION - PLATFORM (BELOW GROUND)
False;PropertyType;TRAINS - ENGINE SHED
False;PropertyType;TRAM
True;PropertyType;TRAVEL AGENT
False;PropertyType;TREE SCRUB
False;PropertyType;TUNNEL/ SUBWAY
True;PropertyType;TV/FILM/MUSIC/ART STUDIO
True;PropertyType;UNDERGROUND CAR PARK
False;PropertyType;UNDERGROUND TRAIN : OTHER SYSTEM
True;PropertyType;UNLICENSED HOUSE IN MULTIPLE OCCUPATION - 3 OR MORE STOREYS
True;PropertyType;UNLICENSED HOUSE IN MULTIPLE OCCUPATION - UP TO 2 STOREYS
True;PropertyType;VAN
True;PropertyType;VEHICLE REPAIR WORKSHOP
True;PropertyType;VEHICLE SALES BUILDING
True;PropertyType;VETERINARY SURGERY
True;PropertyType;WAREHOUSE
False;PropertyType;WASTELAND
True;PropertyType;WATER WORKS
True;PropertyType;WHEELIE BIN (DOMESTIC SIZE)
False;PropertyType;WOODLAND/FOREST - BROADLEAF/HARDWOOD
False;PropertyType;WOODLAND/FOREST - CONIFERS/SOFTWOOD
False;PropertyType;YOUNG OFFENDERS UNIT
True;PropertyType;YOUTH HOSTEL
False;PropertyType;ZOO
False;StopCode;CHIMNEY FIRE
True;StopCode;LATE CALL
True;StopCode;PRIMARY FIRE
True;StopCode;SECONDARY FIRE
True;StopCode;SST-ADVICE ONLY
True;StopCode;SST-ANIMAL ASSISTANCE INCIDENTS
True;StopCode;SST-ASSIST OTHER AGENCIES
True;StopCode;SST-EFFECTING ENTRY/EXIT
True;StopCode;SST-EVACUATION (NO FIRE)
True;StopCode;SST-FLOODING
True;StopCode;SST-HAZARDOUS MATERIALS INCIDENT
True;StopCode;SST-LIFT RELEASE
True;StopCode;SST-MAKING SAFE (NOT RTC)
True;StopCode;SST-MEDICAL INCIDENT - CO-RESPONDER
True;StopCode;SST-MEDICAL INCIDENT
True;StopCode;SST-NO ACTION (NOT FALSE ALARM)
True;StopCode;SST-OTHER RESCUE/RELEASE OF PERSONS
True;StopCode;SST-OTHER TRANSPORT INCIDENT
True;StopCode;SST-REMOVAL OF OBJECTS FROM PEOPLE
True;StopCode;SST-RESCUE OR EVACUATION FROM WATER
True;StopCode;SST-RTC
True;StopCode;SST-SPILLS AND LEAKS (NOT RTC)
False;StopCode;SST-STAND BY
True;StopCode;SST-SUICIDE/ATTEMPTS
False;StopCode;SST-WATER PROVISION
